station_number,most_recent_year,years_of_data,mean,min,max,drainage_area_gross,latitude,longitude,gen_id,annual_precipitation,aspect,average_slope,drainage_area,glacial_area,glacial_coverage,hydrological_zone,median_elevation,potential_evapotranspiration,solar_exposure,watershed_area
08ND001,1921,8,50.94799298627013,3.4000000953674316,148.0,394.0,50.824440002441406,-118.02889251708984,generated_dem_fwa.AQEAAAAP7YnM4YFdwB4DhJ-QaUlA,1628.6950904392763,,36.81061459840661,389.85833961445724,8283550.630405148,0.02124759121119995,22.0,1676.25,824.5111420612815,0.6520766412127962,389858339.6144573
08ND009,1982,23,48.56599662876135,4.0,163.0,655.0,51.4769401550293,-118.4255599975586,generated_dem_fwa.AQEAAAAO9EsiLZtdwMjqkzIivUlA,1749.8885350318471,,37.51315070231556,623.3561533981165,44155350.11227151,0.07083486682784212,22.0,1717.75,814.3532467532468,0.6389453940109465,623356153.3981165
08ND012,2020,56,41.53420679678534,4.170000076293944,266.0,934.0,51.66878128051758,-118.59619903564452,generated_dem_fwa.AQEAAACZ6TZfJ6ZdwH3yFXyR1UlA,1575.3489861259338,,33.906603032166146,933.3098858129983,56753547.46254753,0.060808899943355886,22.0,1664.25,816.2674351585015,0.647856189173874,933309885.8129984
08ND013,2020,57,46.18208882216897,3.2699999809265137,362.0,1150.0,51.01263046264648,-118.08513641357422,generated.7150716,1833.8403141361255,,35.2206949056081,1148.8087082545635,71081129.7946642,0.06187377348719871,22.0,1702.5,810.871637564889,0.6372788062612338,1148808708.2545636
08NE002,1972,15,32.91977841246543,144.0,4450.0,36500.0,49.33221817016602,-117.6758270263672,generated.6085743,1275.308903085497,,29.4604292369188,36713.49135030479,1848500357.927243,0.05034934815350644,22.0,1794.875,842.0716941207588,0.6580861258491888,36713491350.30479
08NE006,2018,55,43.8443176691684,2.9200000762939453,51.0,330.0,50.28290939331055,-117.73448181152344,generated_dem_fwa.AQEAAACJc06YAm9dwBD_x0E9JElA,1353.6451612903227,,31.089635129552327,319.3530872517078,14964.087278657531,4.685749997733114e-05,22.0,1669.0,845.9861351819757,0.6621477446468196,319353087.25170785
08NE008,2019,62,29.045264471918056,0.7770000100135803,9.0,96.6999969482422,50.734458923339844,-117.7293472290039,generated_dem_fwa.AQEAAABlRObtr25dwM_hIkMDXklA,1453.3296703296703,,31.03092792114281,94.5409793834482,0.0,0.0,22.0,1504.5,859.9942196531794,0.6288679644742653,94540979.3834482
08NE012,1919,3,53.727323917971624,8.210000038146973,217.0,930.0,50.80500030517578,-117.6427764892578,generated_dem_fwa.AQEAAAB2jXX1M2ldwDz1ZNgKZ0lA,1779.7205720572058,,37.71988819464822,913.873936699624,103968550.10039932,0.1137668401791528,22.0,1782.5,809.8880285884454,0.6391076691790938,913873936.6996241
08NE021,1985,10,25.5199564663571,0.0109999999403953,0.0829999968409538,1.0099999904632568,50.25,-117.727783203125,generated_dem_fwa.AQEAAACGkRy4nG5dwOaiskX4H0lA,1172.0,,24.551778475443527,0.8855814617654589,0.0,0.0,22.0,1599.5,904.0,0.8797899387516991,885581.4617654589
08NE039,2019,70,16.184852156602087,0.3330000042915344,84.0,347.0,49.0146484375,-117.94529724121094,generated_dem_fwa.AQEAAABzzlybfnxdwB_UV-3ggUhA,823.2904191616766,,18.89903746701884,346.94698902513016,0.0,0.0,22.0,1397.5,950.6846405228758,0.6870962314770583,346946989.02513015
08NE044,1945,9,22.605425668339308,4.050000190734863,272.0,1300.0,49.03028106689453,-117.37389373779295,generated.6087842,1208.8648881239242,,24.510385330105454,1221.9288522153156,0.0,0.0,22.0,1402.75,925.848385587272,0.6815876291506822,1221928852.2153158
