station_number,most_recent_year,years_of_data,mean,min,max,drainage_area_gross,latitude,longitude,gen_id,annual_precipitation,aspect,average_slope,drainage_area,glacial_area,glacial_coverage,hydrological_zone,median_elevation,potential_evapotranspiration,solar_exposure,watershed_area
08NE003,1936,23,26.976290481347768,289.0,7670.0,88100.0,49.09389114379883,-117.6977767944336,generated.6080025,1175.7754873826173,,27.47939260776013,75235.14839056942,2114922325.4574077,0.02811082812621273,21.0,1795.75,874.4551585165353,0.6638434620691068,75235148390.56943
08NH001,1966,36,37.92656263736017,13.100000381469727,340.0,2160.0,50.28583145141602,-116.945556640625,generated.7070067,1428.9426402361871,,34.08525081392282,2405.6725079681923,170060467.54613388,0.07069144573205657,21.0,1803.875,827.0404637417595,0.6507642138608891,2405672507.968192
08NH004,1994,61,21.1736418292002,2.1600000858306885,133.0,1180.0,49.08916854858398,-116.45555877685548,generated.4997700,954.7687016337061,,23.528224549573387,1212.0699195292325,0.0,0.0,21.0,1493.0,922.3641430562005,0.6846385268749169,1212069919.5292325
08NH005,2019,59,29.97992640413227,2.039999961853028,107.0,442.0,49.90761947631836,-116.9534912109375,generated_dem_fwa.AQEAAACg_9yfBD1dwPMqTI4k9EhA,1402.4871794871797,,30.800023535220472,440.86561256635457,2503674.6186028263,0.005678997289057101,21.0,1765.875,857.3299492385788,0.6536349074609025,440865612.5663546
08NH009,1968,4,16.336175939494964,0.0089999996125698,0.3370000123977661,5.440000057220459,49.07944107055664,-116.4250030517578,generated_dem_fwa.AQEAAAAfjzf-JhtdwLD_yOGEikhA,1042.6666666666667,,21.434944080928016,5.6928866844070365,0.0,0.0,21.0,1777.75,959.8571428571428,0.7257867752054779,5692886.684407038
08NH016,2019,48,18.6386187694054,0.25,5.989999771118164,57.0,49.20262908935547,-116.5339126586914,generated_dem_fwa.AQEAAAA_2EhjKyJdwCzbwWfvmUhA,1064.3414634146338,,21.494410036356893,49.38782416990608,0.0,0.0,21.0,1553.75,917.939024390244,0.7250080874050111,49387824.16990607
08NH051,1985,11,11.129286315315376,0.0209999997168779,0.12399999797344198,5.699999809265138,50.16389083862305,-116.90028381347656,generated_dem_fwa.AQEAAAC519rfnzldwHoVUcfuFElA,1373.0,,29.40264419466257,5.79143569522687,0.0,0.0,21.0,1973.0,901.1,0.632517115136824,5791435.695226869
08NH057,1968,3,28.083292672031945,0.193000003695488,5.579999923706055,25.10000038146973,49.87166976928711,-116.91056060791016,generated_dem_fwa.AQEAAAAcXvQ7SzpdwKCrljyq70hA,1242.24,,26.272133940340648,26.95552897088686,0.0,0.0,21.0,1590.5,887.8913043478261,0.6136141228447705,26955528.97088686
08NH068,1949,3,22.29264914923623,0.1840000003576278,23.899999618530284,133.0,49.07917022705078,-116.647216796875,generated_dem_fwa.AQEAAAAHq3fZayldwAXsM_8ZikhA,1172.0083333333334,,25.935372084541388,132.7791927670259,0.0,0.0,21.0,1516.25,926.1030042918455,0.6592744686453824,132779192.7670259
08NH084,2020,57,21.761947999956195,0.2280000001192093,13.899999618530273,78.30000305175781,49.15911865234375,-116.4524917602539,generated_dem_fwa.AQEAAABMcdGg8xxdwHOds_ZYlEhA,1049.592105263158,,21.365798932087568,78.53963408912833,0.0,0.0,21.0,1561.375,926.2898550724636,0.7036565102477226,78539634.08912833
08NH085,1982,8,12.298413357757271,0.0280000008642673,0.6899999976158142,8.289999961853027,49.13861083984375,-116.3927764892578,generated_dem_fwa.AQEAAAC7Mnr-LBldwOKiFieXkUhA,1027.6,,22.90589943562431,7.5924427801741885,0.0,0.0,21.0,1527.125,954.4,0.5543820946451642,7592442.780174187
08NH100,1950,4,28.11842116082268,0.8270000219345093,69.09999847412111,293.0,49.14305877685547,-116.65416717529295,generated_dem_fwa.AQEAAACDdKn43CldwATBfrBVkkhA,1397.1808510638296,,26.273801900543823,296.7805333336886,0.0,0.0,21.0,1649.0,901.225,0.6742433378586048,296780533.3336886
08NH101,1992,5,36.68504546391732,0.2800000011920929,18.0,87.30000305175781,49.69694137573242,-116.91777801513672,generated_dem_fwa.AQEAAACVsZdUvDpdwIeWglIp2UhA,1400.15,,29.714667460582486,84.66665374632477,1265924.7081824685,0.014951868913768427,21.0,1749.75,864.4697986577182,0.6621570787174934,84666653.74632476
08NH109,1952,1,17.12403977254505,0.0199999995529651,0.277999997138977,3.890000104904175,49.76971817016602,-116.83139038085938,generated_dem_fwa.AQEAAAD0S2miNDVdwAUny96M4khA,1402.0,,22.70527940183073,3.4454486874190997,0.0,0.0,21.0,1567.75,938.3333333333335,0.6286465182993951,3445448.6874191
08NH115,2019,53,9.92292792998122,0.0160000007599592,0.5490000247955322,6.21999979019165,49.104270935058594,-116.43675231933594,generated_dem_fwa.AQEAAADC516S8BtdwBoMUklNjUhA,947.75,,19.137532398556214,6.080828465855893,0.0,0.0,21.0,1567.5,967.4444444444445,0.6679861212368511,6080828.465855893
08NH117,1998,1,7.9591832723929015,0.0080000003799796,0.7070000171661377,12.699999809265135,49.33694076538086,-116.71111297607422,generated_dem_fwa.AQEAAAB6_gDggi1dwHBkn3kZq0hA,1011.5833333333335,,17.172095097951438,13.317949231797732,0.0,0.0,21.0,1635.375,953.0,0.7582267892788804,13317949.23179773
08NH118,2020,57,38.76498662437669,54.4000015258789,404.0,4080.0,50.23286056518555,-116.95519256591795,generated.7077917,1414.705342035291,,33.18284732546181,4196.136052475471,186607534.9145665,0.0444712784764162,21.0,1724.75,833.856937736588,0.6501759821157805,4196136052.475471
08NH124,1972,5,23.192076818656318,0.2829999923706055,12.300000190734865,62.70000076293945,50.26721954345703,-116.99749755859376,generated_dem_fwa.AQEAAABmKxZc3z9dwGfYG8E1IklA,1144.0434782608695,,26.361946157152108,71.83487696112823,0.0,0.0,21.0,1520.5,853.6307692307691,0.6193634066762868,71834876.96112825
08NH125,1972,5,26.496820790415608,0.0,8.069999694824219,34.700000762939446,50.2588882446289,-116.9991683959961,generated_dem_fwa.AQEAAAApf5kd-T9dwJx4S5UPIUlA,1232.0588235294115,,30.75204721345237,35.377828563687224,0.0,0.0,21.0,1819.125,847.8548387096774,0.6142528491338761,35377828.56368723
08NH130,2016,43,33.30340670847786,2.5699999332427983,146.0,585.0,50.08200073242188,-116.78485870361328,generated_dem_fwa.AQEAAADCYUEYOjJdwP97Jc11CklA,1461.1519434628976,,35.22663606551652,583.9894173864262,7842385.793912938,0.013428986143294484,21.0,2016.375,833.1986754966887,0.6485496284378829,583989417.3864262
08NH131,2003,30,38.325186253149305,0.3400000035762787,45.79999923706055,119.0,50.15832901000977,-116.57527923583984,generated_dem_fwa.AQEAAACdTSbyzSRdwCZyoAtTFElA,1503.820512820513,,35.49047035686116,117.9815965415363,5083968.836352494,0.04309120223307576,21.0,2186.5,819.7276995305165,0.6420344870859802,117981596.54153632
08NH132,2019,46,35.56180859904732,0.4210000038146973,27.20000076293945,92.3000030517578,49.87255096435547,-117.12197875976562,generated_dem_fwa.AQEAAABEDMzuz0ddwKcDCAiu70hA,1596.75,,29.76521774571012,93.40137326767416,2047908.4852559746,0.02192589266741271,21.0,1984.75,836.672619047619,0.6217305433207476,93401373.26767418
08NJ004,1916,2,48.92594654614623,0.453000009059906,36.20000076293945,50.0,49.97777938842773,-117.23194122314452,generated_dem_fwa.AQEAAAAY7Tws2U5dwLyUE8QP_UhA,1473.9333333333334,,34.18405735773453,49.25811633196146,0.0,0.0,21.0,1888.0,847.8372093023256,0.6331309997316842,49258116.33196146
08NJ019,1999,6,33.4217924257912,0.0790000036358833,4.0,15.0,49.636390686035156,-117.0041732788086,generated_dem_fwa.AQEAAACLy1_bgEBdwEfk1DTX0EhA,1501.7692307692307,,23.846975404162738,15.444015404730106,0.0,0.0,21.0,1881.75,901.7083333333335,0.7718693154840272,15444015.404730106
08NJ026,2019,24,27.483305997723612,0.209999993443489,10.899999618530273,52.9000015258789,49.590309143066406,-117.24234771728516,generated_dem_fwa.AQEAAADwPQ0siE9dwHKjDzCPy0hA,1254.34693877551,,30.48704664881636,55.07282611580838,0.0,0.0,21.0,1583.0,879.3298969072165,0.6645119376154834,55072826.11580838
08NJ061,2019,45,33.71523301717215,0.090999998152256,8.489999771118164,27.20000076293945,49.6225700378418,-117.05574035644531,generated_dem_fwa.AQEAAAACjakmjkNdwAXUYaapz0hA,1475.2608695652175,,23.38242274522781,25.734493387183782,0.0,0.0,21.0,1822.75,887.8510638297873,0.7438408061155758,25734493.387183774
08NJ098,1975,8,25.781901357779173,0.0230000000447034,3.880000114440918,14.5,49.45222091674805,-117.2638931274414,generated_dem_fwa.AQEAAAB-Xlu541BdwJB4fPLluUhA,1342.076923076923,,17.98103241850348,15.136587172599876,0.0,0.0,21.0,1675.0,911.6666666666665,0.7294639666247299,15136587.172599874
08NJ130,2020,54,13.403633393202078,0.0099999997764825,0.8859999775886536,9.06999969482422,49.50194931030274,-117.2612762451172,generated_dem_fwa.AQEAAABLax1muVBdwO1wnF08wEhA,1174.6666666666667,,21.10082002940931,8.474761247870005,0.0,0.0,21.0,1439.25,944.1818181818179,0.6267310553675365,8474761.247870004
08NJ160,2019,46,26.175079926194083,0.4420000016689301,44.599998474121094,181.0,49.697120666503906,-117.44596862792969,generated_dem_fwa.AQEAAADzEz7DilxdwDKna_A12UhA,1335.2151162790694,,29.312053925182557,180.4819873415993,0.0,0.0,21.0,1693.0,882.7383177570093,0.66485171388743,180481987.3415993
08NJ168,2014,31,26.197998235358295,0.1110000014305114,13.300000190734865,47.70000076293945,49.51853942871094,-117.21163940429688,generated_dem_fwa.AQEAAABWETaIi01dwGC3uUVhwkhA,1470.2926829268292,,23.266867544436412,46.067296849610244,0.0,0.0,21.0,1771.75,881.3734939759038,0.6717457162271214,46067296.84961024
