id,gen_id,processing_time,stream_name,feature_area_sqm,station_number,most_recent_year,mean,min,max,drainage_area_gross,latitude,longitude
generated_dem.AQEAAAAHFZ6VeQNgwMLbqdey3UxA,199,1.392539336986374,,32250.85178835002,08CA002,1994,131.64285714285714,14.5,615.0,7690.0,57.73305892944336,-128.10833740234378
generated_dem.AQEAAADphTOmvQ1gwLcEzLur_UxA,200,0.9508348219678737,,27454.25086999715,08CA003,1994,45.91428565979004,5.150000095367432,277.0,2730.0,57.98194122314453,-128.429443359375
generated_dem.AQEAAABQzvzcY1BgwEc-aKOeJU1A,201,11.21750621998217,Tanzilla River,1601980838.8805966,08CB002,1965,13.699999809265135,2.2699999809265137,108.0,1600.0,58.29360961914063,-130.51222229003906
generated_dem.AQEAAAA0VCqAgDZgwGHtkrJx80xA,202,0.7826461209915578,,64209.45630019866,08CC001,1995,72.31290288125315,10.0,300.0,3550.0,57.9000015258789,-129.70388793945312
generated_dem.AQEAAACdhrftfCNgwF11qJyym0xA,203,0.8591132099973038,,28198506.435065255,08CC002,1995,1.4922222296396892,0.028999999165534977,8.079999923706055,29.20000076293945,57.21722030639648,-129.10777282714844
generated_dem.AQEAAABPw30FtSFgwDhLgp0GoExA,204,0.8615438209963031,,16683200.845460312,08CC003,1995,0.6177499927580357,0.0130000002682209,3.900000095367432,16.600000381469727,57.25,-129.05332946777344
generated_dem.AQEAAABbXC_CblpgwP0PWlY0CU1A,205,21.41958580398932,Tuya River,3597231099.562597,08CD001,2019,34.523571415671285,5.929999828338622,232.0,3550.0,58.07225036621094,-130.82644653320312
generated_dem.AQEAAADyiqBkJDBgwGCaRc_9x0tA,230,1.98345107503701,Kitsault River,135084200.84061897,08DB011,1995,22.664285796029226,2.049999952316284,104.0,242.0,55.56111145019531,-129.50306701660156
generated_dem.AQEAAADa-7c_VS1gwK0xoa-EtUtA,231,0.6801267140544951,Patsy Creek,10324945.621790117,08DB012,1995,0.2247499953955412,0.019999999552965164,1.0700000524520874,4.679999828338623,55.41889190673828,-129.41583251953122
generated_dem.AQEAAADw_ULMWytgwHgHAcSgkEtA,232,1.3040973800234497,Ansedagan Creek,6110551.564519054,08DB013,2018,1.8469285858528957,0.04399999976158142,4.699999809265137,26.0,55.129859924316406,-129.35493469238278
generated_dem.AQEAAAA8sKzMBStgwAPmweBRgktA,233,1.0519007950206287,,22069114.181714494,08DB014,2016,1.2621666801472504,0.054999999701976776,3.5,18.0,55.01816940307617,-129.34446716308594
generated_dem.AQEAAAAdKy4XnD1gwO1mCdyBBUxA,234,2.03599836002104,Bear River,331269780.22240967,08DC006,1998,25.16774189856745,2.3499999046325684,141.0,350.0,56.04278182983398,-129.92500305175778
generated_dem.AQEAAAA5uLuhJVZgwMJdBxinLExA,235,0.5606715159956366,,296411.0368194393,08DD001,1995,104.59655156628837,10.399999618530273,480.0,1480.0,56.35139083862305,-130.69166564941406
generated_dem.AQEAAADuLUXv3e1fwLSuQ8iIt0tA,236,8.849626603012439,Kispiox River,1108763919.2198317,08EB004,2019,39.94328817068521,5.389999866485597,223.0,1880.0,55.4338493347168,-127.7161636352539
generated_dem.AQEAAADEX-R86YpfwIfSI7UsaEtA,237,1.7038794920081273,,1849004.096710531,08EC002,1970,13.850000143051147,2.940000057220459,86.0999984741211,1400.0,54.81388854980469,-126.17082977294922
generated_dem.AQEAAAAeLEA0g1tfwA3PtanmM0tA,239,6.408734774973709,Pinkut Creek,790036018.4415208,08EC004,2019,4.822310368562567,1.3300000429153442,77.0,808.0,54.40544128417969,-125.42981719970705
generated_dem.AQEAAAAIduV7MpNfwDbuI3BRZ0tA,240,7.811902227986138,Fulton River,1339433787.907626,08EC005,1961,14.699999809265135,1.4199999570846558,113.0,1340.0,54.80693817138672,-126.3000030517578
generated_dem.AQEAAAAuqGBu5txfwNYT8zIe90pA,243,4.409114237001631,Nanika River,719595604.1658018,08ED001,2019,24.70637485384941,3.4100000858306885,148.0,732.0,53.93032836914063,-127.45169067382812
generated_dem.AQEAAACuiWUwT9tfwNv-Fhb8DktA,245,10.746755547006615,Morice River,1891008133.5000784,08ED002,2019,67.20653845071793,11.399999618530273,308.0,1900.0,54.11682891845703,-127.42658233642578
generated_dem.AQEAAAD1yh1_R69fwI9388bcMEtA,246,15.701516024011653,Morice River,4363421752.148698,08ED003,1971,113.0,10.300000190734863,552.0,4270.0,54.38222122192383,-126.73999786376952
generated_dem.AQEAAADOtWVJi-ZfwBvsdos6oUtA,247,0.871667895000428,,693091.5069375278,08EE001,1931,164.33333333333334,15.600000381469727,787.0,12300.0,55.2588882446289,-127.602783203125
generated_dem.AQEAAACMwvuYmblfwK9u5bojT0tA,249,27.527666406007484,Bulkley River,7333656578.783312,08EE004,2018,127.87306666612623,21.0,809.0,7340.0,54.61861038208008,-126.89997100830078
generated_dem.AQEAAADN16kVTdVfwKNJhVhNgUtA,251,1.3362182409618981,John Brown Creek,5421029.464479646,08EE006,1948,1.2699999809265137,0.06800000369548798,10.899999618530273,79.0,55.01028060913086,-127.33277893066406
generated_dem.AQEAAADbWQ3s5cdfwJQQyP8GU0tA,252,1.564437639026437,Goathorn Creek,122102940.19940212,08EE008,2019,1.7535185195781566,0.1449999958276749,12.199999809265135,125.0,54.64860916137695,-127.12332916259766
generated_dem.AQEAAAASnjjPhJVfwPGgocsQQktA,254,1.6144750390085392,Richfield Creek,164758579.15499663,08EE009,1974,1.3195555475023055,0.012000000104308128,11.199999809265137,173.0,54.51639175415039,-126.33444213867188
generated_dem.AQEAAADMzKFM8MxfwH4zSPn9Z0tA,255,0.7429201669874601,Kathlyn Creek,17564822.91378005,08EE010,1977,0.2156666691104571,0.0,1.1200000047683716,24.60000038146973,54.8125,-127.2013931274414
generated_dem.AQEAAABlfW1328xfwAO_ZOh6aEtA,256,0.5969943440286443,Kathlyn Creek,17211962.605943933,08EE011,1977,0.6295000066359838,0.7009999752044678,1.2100000381469729,nan,54.81750106811523,-127.1986083984375
generated_dem.AQEAAABase0kCs1fwEOm2nmrZ0tA,257,0.6022310609696433,Kathlyn Creek,26903665.230301764,08EE012,2019,0.2639302306397017,0.0040000001899898035,3.130000114440918,13.199999809265135,54.80994033813477,-127.20416259765624
generated_dem.AQEAAACX_JbTmqlfwE8DQ6y3MktA,258,2.018873874039855,Buck Creek,570228365.2524737,08EE013,2019,4.1749387578088415,0.23100000619888306,65.09999847412111,565.0,54.396080017089844,-126.65023803710938
generated_dem.AQEAAAAMPmAtHcdfwP2j_XwMZktA,259,1.2354524310212582,Canyon Creek,250917805.41699818,08EE014,1995,2.167272751981562,0.09000000357627869,15.0,256.0,54.7983283996582,-127.11138916015624
generated_dem.AQEAAABqcJUG4opfwObhrqXaLUtA,260,2.5509453390259296,Maxan Creek,359562370.17858106,08EE018,1979,2.5919999599456793,0.02800000086426735,29.70000076293945,368.0,54.35694122314453,-126.16999816894531
generated_dem.AQEAAADbVtEkc4dfwAbxAJ3pKEtA,261,1.2226212400128134,Maxan Creek,234954221.28096902,08EE019,1976,2.8399999141693115,0.289000004529953,31.10000038146973,246.0,54.31943893432617,-126.11638641357422
generated_dem.AQEAAAD32hA8zt9fwJvGHCKzTUtA,262,1.818771779013332,Telkwa River,364769290.792006,08EE020,2018,12.88070836911599,1.4800000190734863,86.69999694824219,367.0,54.60694122314453,-127.49694061279295
generated_dem.AQEAAAAiFbIyu-dfwBMVcvHspUtA,263,0.6625008779810742,Two Mile Creek,19541444.010763515,08EE025,2019,0.14047499969601632,0.054999999701976776,0.5669999718666077,21.200000762939453,55.29610824584961,-127.6207504272461
generated_dem.AQEAAACaP3Z8U-RfwLX53UaTnUtA,264,0.5320315219578333,,300112.6478243658,08EE028,1995,0.2790000021457672,0.029999999329447743,1.3400000333786009,10.800000190734863,55.23028182983398,-127.56749725341795
generated_dem.AQEAAACdKCAlig5gwPVzt6mJREtA,265,13.212433700042311,Zymoetz River,3021600467.0478144,08EF003,1963,138.0,23.79999923706055,770.0,3080.0,54.536109924316406,-128.45416259765622
generated_dem.AQEAAACuVceZ4vNfwCjSP7mUi0tA,266,2.953036801016424,Kitseguecla River,700886931.5916916,08EF004,1971,15.300000054495676,1.7599999904632568,75.30000305175781,728.0,55.09027862548828,-127.81111145019531
generated_dem.AQEAAAAhE3wVYQpgwHi3KVNJP0tA,268,12.80954860401107,Zymoetz River,2918497029.649755,08EF005,2018,97.94647381807629,8.890000343322754,1670.0,2850.0,54.493629455566406,-128.32466125488278
generated_dem.AQEAAADJohZu7DpgwH1acP-EA0tA,269,0.9582392779993825,,56121906.083599426,08EG001,1931,6.103333473205566,0.5379999876022339,32.59999847412109,56.20000076293945,54.026939392089844,-129.84138488769528
generated_dem.AQEAAAA94bXjZzdgwIFr7OfU_UpA,270,2.7319273260072805,Big Falls Creek,1166306.8399001257,08EG002,1929,29.70000076293945,3.059999942779541,244.0,248.0,53.98389053344727,-129.73138427734378
generated_dem.AQEAAAC6fox8KBVgwDojwYmlSktA,271,8.96361794299446,Kitsumkalum River,79987918.00911215,08EG006,1949,123.25,14.800000190734865,351.0,2180.0,54.58193969726562,-128.6602783203125
generated_dem.AQEAAACAaf2fVhdgwADdpF1dQktA,272,3.5427809589891694,Zymagotitz River,2527766.5955720036,08EG011,1994,23.72187513113022,3.650000095367432,135.0,376.0,54.51860809326172,-128.727783203125
generated_dem.AQEAAABtgyT9BypgwHiY7FtKLktA,273,3.9765873669530265,Exchamsiks River,370330977.8127083,08EG012,2018,40.76473672871004,2.869999885559082,170.0,370.0,54.36219024658203,-129.31283569335938
generated_dem.AQEAAABV48PxLkVgwNZGMGZvHUtA,274,0.9790629260241985,Kloiya River,9342893.98417954,08EG015,1971,3.898571423121861,2.509999990463257,28.60000038146973,nan,54.22943878173828,-130.16139221191406
generated_dem.AQEAAABSiXvEiUVgwAZnFr-uH0tA,275,1.1489801699644886,Kloiya River,4766189.999293028,08EG016,2019,6.150130458500074,3.380000114440918,55.20000076293945,104.0,54.24705123901367,-130.1729736328125
generated_dem.AQEAAAD7TUKYRBJgwJTJpuVSS0tA,276,0.7667246029595844,Deep Creek,12789636.028769052,08EG017,2008,0.5703529435045579,0.11599999666213988,5.0,12.5,54.5886116027832,-128.57083129882812
generated_dem.AQEAAACPOz2g0BlgwHjk7PYJf0tA,277,1.263486664975062,Clarence Creek,12936161.03812944,08EG018,1998,0.2765000015497208,0.03400000184774399,2.190000057220459,7.1599998474121085,54.99250030517578,-128.80671691894528
generated_dem.AQEAAAD1xWTFzhdgwOYzgojyVktA,278,0.6745863080141135,,59832.73292024261,08EG019,2019,55.74650001525879,nan,nan,2070.0,54.6792984008789,-128.74395751953122
generated_dem.AQEAAAD0ghqBouBfwELB8gviyElA,279,2.269821083988063,Sandell River,235711.775959864,08FA001,1931,13.524999976158142,1.6399999856948853,51.29999923706055,130.0,51.56917190551758,-127.51000213623048
generated_dem.AQEAAAD075Whc8tfwMDOC3_f1klA,280,24.366304174007382,,4794355.808511156,08FA002,2018,303.2600967730245,58.70000076293945,1020.0,3900.0,51.67916870117188,-127.17916870117188
generated_dem.AQEAAADJNO5b2uBfwCP5A0uZwUlA,281,0.775437469012104,Newichy Creek,118010.5528354187,08FA004,1951,0.367333322763443,0.003000000026077032,4.25,4.920000076293945,51.51250076293945,-127.5133285522461
generated_dem.AQEAAAC0YXB0xcpfwJUyWlt52ElA,282,22.63380066101672,,817357.8178317085,08FA007,2018,2.237227298996665,1.190000057220459,4.632999897003174,nan,51.69218063354492,-127.16738891601562
generated_dem.AQEAAABuPgFWn6lfwFCVWf5o7UlA,283,1.3119881160091609,Washwash River,56488828.82630087,08FA008,1971,8.84499979019165,1.0499999523162842,75.9000015258789,nan,51.85417175292969,-126.6500015258789
generated_dem.AQEAAABF7SgVZ7BfwB7YLsO4LkpA,285,0.82380487897899,Tastsquan Creek,27864107.907708656,08FB003,1949,2.2300000190734863,0.33399999141693115,25.899999618530284,28.399999618530284,52.3650016784668,-126.75666809082031
generated_dem.AQEAAAAcezh5WKFfwGojJd1ZNkpA,286,1.129495438945014,Salloomt River,155757362.48780128,08FB004,2018,7.7183269027333985,1.5800000429153442,28.20000076293945,159.0,52.424560546875,-126.52108001708984
generated_dem.AQEAAADYzbq2f51fwMJdRHu_MUpA,287,1.6473066749749705,Nusatsum River,71018861.57645541,08FB005,1995,16.26086952375329,2.4100000858306885,47.29999923706055,269.0,52.38943862915039,-126.46028137207031
generated_dem.AQEAAACCh8dQXoBfwAY6KJsRLkpA,288,12.583421543997247,Atnarko River,911727155.14744,08FB006,2019,25.77497947216034,9.31999969482422,174.0,2550.0,52.36008071899414,-126.005859375
generated_dem.AQEAAAAnXCAlHIpfwH-2jNb8NUpA,289,16.286181598028634,Bella Coola River,1043987088.3592539,08FB007,2009,90.04102540627504,13.899999618530273,429.0,3720.0,52.422218322753906,-126.1580581665039
generated_dem.AQEAAAAm04LGNaNfwJFaYEM7MkpA,290,27.386940260010306,,1967495961.414168,08FB008,1931,135.0,28.10000038146973,504.0,nan,52.39167022705078,-126.5500030517578
generated_dem.AQEAAAB4fZoeyrNfwNNRpoKeLkpA,291,1.0178901810431853,Clayton Falls Creek,92488100.6934849,08FB009,1995,6.2837500274181375,1.5,24.10000038146973,92.5,52.36444091796875,-126.8080596923828
generated_dem.AQEAAAAE5eH9a7xfwI9Uw6TWaEpA,292,29.365838290017564,Dean River,5510071361.237879,08FC001,1931,140.0,16.700000762939453,430.0,7850.0,52.81888961791992,-126.94416809082031
generated_dem.AQEAAACKeyQMQCRfwNTSAtJD9UtA,305,26.592597322014626,Omineca River,5353150462.066245,07EC002,2019,77.01427479818756,15.5,370.0,5560.0,55.9168586730957,-124.5675811767578
generated_dem.AQEAAAC1M0e0r5ZewPtTvCfVOkxA,336,19.805969181994442,Graham River,943927.3465576421,07FA005,2019,21.368325028475372,4.449999809265137,113.0,2140.0,56.459861755371094,-122.35453033447266
generated_dem.AQEAAADjW7ipCq5fwEq9Nx4dM0tA,369,26.80800713901408,Bulkley River,2321961464.8385596,08EE003,2019,11.156125020235775,1.2200000286102295,104.0,2370.0,54.39937973022461,-126.71941375732422
generated_dem.AQEAAABPVPdHRjNfwHw5HvkkEExA,379,10.645156237995252,Osilinka River,1955391050.810706,07EC004,2018,30.825886477123607,6.6599998474121085,262.0,1950.0,56.1269416809082,-124.80191802978516
generated_dem.AQEAAACJgXbT4g5fwDbmt-DzmUtA,380,16.199801780981943,Nation River,4336759699.819088,07ED001,1995,56.949999945504324,12.5,317.0,4350.0,55.20000076293945,-124.23332977294922
generated_dem.AQEAAAAeAXkCY3VgwEdYoFLvXUxA,409,0.933304441976361,,9466.140512157157,08CG001,2019,431.25027586262803,48.9000015258789,1390.0,9500.0,56.73443984985352,-131.66899108886722
generated_dem.AQEAAAAJdX9fvUVgwPpl0tTiw0xA,410,0.7651908870320767,,444844.6865821063,08CG003,1995,17.206896551724142,3.75,34.5,1250.0,57.53055953979492,-130.17916870117188
generated_dem.AQEAAABGVZLD10xgwPBw01A3hUxA,411,9.19438587402692,,886868026.6214986,08CG005,1994,49.49473672164114,3.799999952316284,670.0,844.0,57.04082870483398,-130.40138244628906
generated_dem.AQEAAAA8qT52GFdgwK5pzI4OdUxA,412,1.1800864840042777,,9704874.110777365,08CG006,1993,28.38000011444092,1.1200000047683716,131.0,311.0,56.91556167602539,-130.7208251953125
generated_dem.AQEAAAApMQqtRy9gwKJWemj9DUxA,414,2.224060954991728,Surprise Creek,220358389.9437485,08DA005,2019,14.902848988209133,0.8899999856948853,54.9000015258789,218.0,56.10934066772461,-129.47740173339844
generated_dem.AQEAAAAGvX5bHEJgwKNVP8zkIExA,415,1.0115801590145566,,536762.5848758583,08DA006,1972,6.066000080108642,0.2440000027418137,30.0,nan,56.25556182861328,-130.06527709960938
generated_dem.AQEAAACfvCW_WUJgwNuOL_WBHkxA,416,1.0935432779951952,,4794.657358320584,08DA007,1970,0.0,0.0,0.0,120.0,56.23833084106445,-130.07333374023438
generated_dem.AQEAAACLXpn55i5gwOuxGyDSe0xA,417,1.2795813609845936,Craven Creek,118916276.60605325,08DA009,1995,4.376666731304592,0.4149999916553497,22.70000076293945,118.0,56.96805953979492,-129.46583557128906
generated_dem.AQEAAAB5WKg1vSdgwAFx9ISnJUxA,418,1.0771684579667635,,344765.1587109426,08DA011,1998,0.2960000038146973,0.017000000923871994,2.7300000190734863,nan,56.29444122314453,-129.24166870117188
generated_dem.AQEAAABuUK8fWCdgwHnpRz9xJUxA,419,0.7757449920172803,,6519785.985338622,08DA012,1998,0.1875,0.0010000000474974509,1.5299999713897705,8.640000343322754,56.292518615722656,-129.22950744628906
generated_dem.AQEAAACg-ZcCZEhgwLO96LvzVEtA,421,1.154778725001961,Union Creek,58892486.681036785,08DB002,1930,7.199999809265138,0.2689999938011169,43.599998474121094,60.29999923706055,54.662498474121094,-130.26249694824222
generated_dem.AQEAAABB5vMfXC9gwCj7K4c9uktA,422,1.4958835960133001,Lime Creek,4891.433206464146,08DB010,1995,1.8086666504542035,0.2189999967813492,12.0,39.400001525878906,55.45500183105469,-129.47999572753906
generated_dem.AQEAAAB7IS5KWnFfwPn5-TPfcUpA,430,10.224896545987576,Dean River,3162856440.845244,08FC003,2016,15.452775600005168,4.230000019073486,80.80000305175781,3720.0,52.88946914672852,-125.77117156982422
generated_dem.AQEAAACwWs7i21BfwAyjAiLiOkpA,431,5.273342876986135,Dean River,8509666.59555733,08FC005,2006,0.9623333281940885,0.03099999949336052,5.28000020980835,1060.0,52.46001815795898,-125.2635726928711
generated_dem.AQEAAADDUWGIVvVfwNem4fZsEEpA,432,1.3188950010226108,Hook Nose Creek,5291.657985018424,08FD002,1951,0.9370000064373016,0.07599999755620956,4.110000133514403,nan,52.12833023071289,-127.83332824707031
generated_dem.AQEAAADw9_O85_tfwIY9_BuFx0pA,433,1.046053052006755,Horetzky Creek,55732655.25194651,08FE002,2018,103.44920624627008,72.0,147.0,nan,53.56111145019531,-127.93611145019531
generated_dem.AQEAAAB0A8syAP1fwCy_RnESyEpA,434,2.7043101029703394,Kemano River,555621943.3141489,08FE003,2017,41.942254945343606,3.2300000190734863,1030.0,556.0,53.56354904174805,-127.95236206054688
generated_dem.AQEAAACTPpu_ExZgwIdGF55OBktA,435,12.58159605000401,Kitimat River,62723005.64804473,08FF001,2019,121.05877201076142,12.600000381469727,539.0,1990.0,54.04872131347656,-128.69050598144528
generated_dem.AQEAAACQuo5SSBNgwM-zgnQrCEtA,436,3.448311710031703,Hirsch Creek,511207.0738138471,08FF002,2019,19.42930509579384,3.119999885559082,233.0,353.0,54.064048767089844,-128.60261535644528
generated_dem.AQEAAACCVfqrFRZgwPxtZixOEUtA,437,1.4655245310277678,Little Wedeene River,21992616.51459105,08FF003,2018,15.600000079189027,1.3400000333786009,110.0,180.0,54.136390686035156,-128.69000244140622
generated_dem.AQEAAACYDYbIVghgwJd5TT0CHktA,438,0.6447946120169945,Tetlock Creek,4412119.419995306,08FF004,1998,0.2440000027418137,0.004999999888241291,2.059999942779541,nan,54.234718322753906,-128.26138305664062
generated_dem.AQEAAADvte6GFwdgwJ6t14KLG0tA,439,1.6036415250273421,,15127.878432129604,08FF005,1998,0.5259999930858612,0.05400000140070915,4.199999809265137,12.699999809265135,54.21556091308594,-128.22193908691406
generated_dem.AQEAAAD4-5rsnBdgwKsQ7zZ4-UpA,440,0.7627101009711623,,13559768.193848355,08FF006,2019,0.7821785669241633,0.0070000002160668364,3.140000104904175,3.190000057220459,53.94890975952149,-128.73751831054688
generated_dem.AQEAAAAVYS24a7VewMaWBPmww0hA,441,0.7047886950313114,,83870.72608120395,08GA001,1920,3.8671428476061136,0.5099999904632568,34.5,19.89999961853028,49.52777862548828,-122.83332824707031
generated_dem.AQEAAABBCWsXXrlewHQwuVZdw0hA,442,0.5874273859662935,,313129.3555026699,08GA002,1913,1.649999976158142,0.17000000178813934,11.600000381469727,nan,49.52666854858398,-122.89666748046876
generated_dem.AQEAAABjZ_MAYrhewLYRKa9QwUhA,443,0.6418228690163232,,257313.6310314733,08GA003,1913,3.5399999618530287,0.5659999847412109,19.89999961853028,nan,49.51082992553711,-122.88082885742188
generated_dem.AQEAAACbL0WlsLtewCsz9jy3xkhA,444,0.5769073420087807,,5588.798899158564,08GA005,1920,11.68625009059906,1.9299999475479128,60.0,nan,49.55332946777344,-122.9333267211914
generated_dem.AQEAAACWfIkElbZewNyGYDtpxUhA,445,0.7185001180041581,,212403.08739855723,08GA006,1920,0.2674285684313093,0.0040000001899898035,1.5299999713897705,2.359999895095825,49.54167175292969,-122.85250091552734
generated_dem.AQEAAACnPiMghbdewFCmnPJSxkhA,446,0.6099830170278437,,866256.461993535,08GA007,1919,0.6614999870459238,0.023000000044703484,5.489999771118164,6.21999979019165,49.54999923706055,-122.86750030517578
generated_dem.AQEAAAC0vScgd7dewFvEoOEHx0hA,447,0.6469351510168053,,5588.516083556889,08GA008,1920,0.4059999972581864,0.003000000026077032,2.1800000667572017,3.369999885559082,49.55500030517578,-122.86666870117188
generated_dem.AQEAAADqiSMZVrVewPaM8R9axUhA,448,0.7304823219892569,,939065.6461227658,08GA009,1919,3.1139999866485595,0.6800000071525574,24.899999618530284,16.799999237060547,49.54167175292969,-122.83332824707031
generated_dem.AQEAAAAg3VYaW8lewAWAEdG7skhA,449,1.7006375890341587,Capilano River,7479044.448546488,08GA010,2019,18.61060185785647,0.7519999742507935,225.0,173.0,49.396240234375,-123.14584350585938
generated_dem.AQEAAAAVYS24a7VewMaWBPmww0hA,450,0.7093141929944977,,83870.72608120395,08GA011,1919,0.5563333531220754,0.04800000041723251,4.960000038146973,nan,49.52777862548828,-122.83332824707031
generated_dem.AQEAAACi2aphtcFewIII9x78rUhA,451,1.1060342039563693,Lynn Creek,19493732.09029122,08GA012,1918,6.042500019073486,0.17000000178813934,84.4000015258789,36.29999923706055,49.36027908325195,-123.02555847167969
generated_dem.AQEAAAB7ewAgAb9ewH_kqGzwskhA,452,0.7295427659992129,,263486.11571026396,08GA013,1933,16.46055565940009,0.7080000042915344,105.0,153.0,49.3980598449707,-122.98444366455078
generated_dem.AQEAAABIXdXTk7lewITex0MyxEhA,453,0.5902398399775848,,452808.48781433445,08GA015,1920,1.5774999856948853,0.014000000432133676,8.409999847412111,12.199999809265135,49.53332901000977,-122.9000015258789
