station_number,most_recent_year,years_of_data,mean,min,max,drainage_area_gross,latitude,longitude,gen_id,annual_precipitation,aspect,average_slope,drainage_area,glacial_area,glacial_coverage,hydrological_zone,median_elevation,potential_evapotranspiration,solar_exposure,watershed_area
07EA001,1983,20,190.45,26.10000038146973,1100.0,11100.0,57.42082977294922,-125.62638854980467,12878,787.500929800093,,18.214709074683352,11098.445166129175,37316928.77114762,0.0033623564573741745,3,1535.25,670.9293022475679,0.6811403824073352,11098445166.129175
07EA002,1998,33,50.83939384691643,6.079999923706055,267.0,2410.0,57.45000076293945,-125.6374969482422,12879,679.34172787688,,23.365785608963904,2439.4618620111555,77743880.5515244,0.031869274843850326,3,1587.0,685.4199281527699,0.6753764331277081,2439461862.0111556
07EA004,2019,42,57.60238129752023,8.670000076293945,267.0,4140.0,56.73060989379883,-125.1050033569336,12881,733.790004199916,,20.995975873377223,4141.42148131308,653122.9773699816,0.00015770502478847003,3,1431.625,692.8125498234825,0.6782938249194977,4141421481.31308
07EA005,2018,40,256.725,24.899999618530284,1080.0,15600.0,57.126220703125,-125.24992370605467,12882,743.1333699231614,,19.069965990472404,15651.487918529265,115060809.32267196,0.007351429456521855,3,1577.625,677.8047332007008,0.6800082533237711,15651487918.529264
07EA007,2019,36,30.124999947018093,3.7899999618530273,145.0,1690.0,57.19110870361328,-124.90110778808594,12883,633.3425692695214,,25.954755206754157,1711.9246760228002,25500016.474293206,0.0148955248040093,3,1577.5,698.6694845923098,0.6692285015916014,1711924676.0228002
07EC002,2019,44,88.92727305672385,9.81999969482422,481.0,5560.0,55.9168586730957,-124.5675811767578,12918,732.4475303509064,,15.749555768639707,5393.715106445522,5588073.435579313,0.00103603422229356,8,1394.75,721.9625437887362,0.6888813986940147,5393715106.445522
07EC003,2019,43,44.06279049363247,7.920000076293945,298.0,3060.0,56.24499893188477,-124.64466857910156,12919,691.1596764529659,,19.66832305952656,2953.1277919910603,8384783.401420059,0.0028392890494477597,3,1457.75,713.1634864165588,0.6798911408529855,2953127791.9910603
07EC004,2018,38,35.29736855155543,6.6599998474121085,262.0,1950.0,56.1269416809082,-124.80191802978516,12920,717.8714547118024,,19.480930440891424,1945.5766783430763,5713553.478371522,0.002936688922092442,8,1437.125,718.5904031659659,0.6810097178243241,1945576678.3430762
07ED001,1995,28,56.94999994550432,12.5,317.0,4350.0,55.20000076293945,-124.23332977294922,12921,754.7974860335196,,8.613177352859381,4541.93603155982,0,0.0,8,1334.875,747.4049291968436,0.7045599211730607,4541936031.559819
07ED003,2018,38,83.83684268750642,15.300000190734863,426.0,6790.0,55.42721939086914,-123.63336181640624,12922,749.0242796157951,,8.174381924225534,6800.496977984193,0,0.0,8,1280.0,756.8662139709601,0.704272836431252,6800496977.984193
07EE002,1967,7,390.4285714285714,62.29999923706055,2430.0,20300.0,55.8477783203125,-123.7619400024414,12923,506.0,,1.457082292996347,1.193957088043092,0,0.0,7,685.375,779.6666666666666,0.691193973851023,1193957.088043092
07EE003,1963,1,135.0,32.59999847412109,697.0,4010.0,54.85832977294922,-122.6152801513672,12930,1204.813413785101,,16.761842870731186,3972.2619627889994,11747378.05182602,0.0029573522999923113,12,1342.125,807.79215243826,0.689247785764663,3972261962.7889996
07EE004,1966,1,1.649999976158142,0.0989999994635582,15.300000190734863,72.30000305175781,55.31943893432617,-123.09722137451172,12934,1168.7272727272727,,15.264584300835045,93.68446895312829,0,0.0,7,1146.375,792.6542553191489,0.7081458202750792,93684468.9531283
07EE005,1966,1,0.3589999973773956,0.0570000000298023,2.859999895095825,23.29999923706055,55.36111068725586,-123.09722137451172,12944,1274.7931034482758,,17.646354104946187,29.978814625298728,0,0.0,7,1314.5,799.3559322033898,0.710347579412683,29978814.625298727
07EE007,2018,50,147.69,33.400001525878906,681.0,4930.0,55.08193969726562,-122.9130630493164,12945,1206.3105322338831,,15.960808226214553,4911.3763734194135,11747378.05182602,0.0023918708644288292,12,1333.125,805.865417721519,0.6914186856137384,4911376373.419414
07EE009,2018,41,5.079512194889348,0.3540000021457672,40.0,310.0,54.52972030639648,-122.61222076416016,12946,916.8470588235294,,7.840309900421605,316.6135321124397,0,0.0,8,976.5,822.5813586097946,0.7060465307350051,316613532.1124397
07EE010,2018,38,43.91842089201275,6.269999980926514,315.0,3710.0,54.99850082397461,-123.03656005859376,12947,801.4565596216082,,5.06105390891418,3704.969668091322,0,0.0,8,1007.5,810.1285887585929,0.7080739621423386,3704969668.091322
07FA003,2019,21,35.09047626313709,4.059999942779541,71.0999984741211,3780.0,56.50894165039063,-122.24321746826172,12979,576.925925925926,,13.756119636127488,3763.0056960756406,2140357.448983996,0.0005687893194570845,3,1393.5,792.4281234320121,0.6903251298792898,3763005696.0756407
07FA004,2019,38,1253.8947368421052,397.0,1680.0,87200.0,56.1993293762207,-120.8144989013672,12981,725.325332764765,,15.642324285733782,87184.57582856872,175171850.36522996,0.0020092068889532807,3,1457.125,750.4333686621014,0.6882662073212893,87184575828.56873
07FA005,2019,36,23.7305555873447,4.449999809265137,113.0,2140.0,56.45986175537109,-122.35453033447266,12982,642.5913110342176,,16.47403025766739,2300.9859116673147,0,0.0,3,1389.25,782.5413471502591,0.6838546470144146,2300985911.6673145
07FA006,2018,35,70.91142861502512,8.310000419616701,165.0,9340.0,56.25075149536133,-121.62853240966795,12983,570.488974745571,,11.641018051629763,9301.026708569081,2140357.448983996,0.00023012055722967386,3,1330.5,803.6401731160896,0.693763972900811,9301026708.56908
07FA007,2000,3,4.216666618982951,0.2899999916553497,57.59999847412109,nan,56.82332992553711,-122.62471771240234,12984,581.0056737588652,,14.02261557295555,619.0154274743511,0,0.0,3,1391.875,790.5415713196033,0.6886092191541389,619015427.474351
07FB001,2018,54,190.4814814814815,25.20000076293945,1740.0,12100.0,55.71844100952149,-121.21156311035156,12985,916.9593441150045,,13.789946339998172,12146.625785979477,23876788.998628996,0.001965713723245622,7,1305.25,858.7580749615478,0.686779109953149,12146625785.979477
07FB002,2018,40,84.12999973297119,15.0,731.0,5550.0,55.55247116088867,-121.20349884033205,12986,886.3626192826588,,13.431638934908026,5566.175368905815,22753326.075520508,0.004087784621847676,7,1348.125,876.2209488272921,0.6874129902608748,5566175368.905815
07FB003,2015,38,54.87105269181101,7.349999904632567,349.0,2590.0,55.54217147827149,-121.6275634765625,12987,1026.906096706377,,16.824204893475713,2592.6069613758123,1123462.9231084832,0.00043333329727399095,7,1220.125,835.5920303605313,0.6797745011795049,2592606961.375812
07FB004,2019,40,0.6356499947607517,0.0590000003576278,26.79999923706055,82.4000015258789,55.53778076171875,-121.59680938720705,12988,764.2916666666666,,13.739575380924228,85.04859898971851,0,0.0,7,1060.25,885.7428571428571,0.6884883525401203,85048598.98971851
07FB005,2000,22,0.1964090903374281,0.0,3.0299999713897705,29.5,55.14582824707031,-120.92333221435548,12990,717.1034482758621,,5.243790622563243,28.783027706045242,0,0.0,7,1083.125,916.2678571428571,0.7023722877999948,28783027.706045244
07FB006,2018,39,57.712820493257965,8.670000076293945,412.0,2370.0,55.06135940551758,-121.01377868652344,12991,1011.18966846569,,16.63351665834856,2391.979079814501,22753326.075520508,0.009512343258990811,7,1418.125,855.0282920740586,0.6797531942407101,2391979079.814501
07FB007,1985,8,24.024999856948853,2.400000095367432,185.0,927.0,55.18777847290039,-121.7611083984375,12992,1111.7756916996047,,18.56883508220393,924.1578265287403,868076.7853818841,0.0009393165977314676,7,1281.125,825.2419527896996,0.6718882849411052,924157826.5287403
07FB008,2019,40,11.829999858140946,1.4099999666213991,101.0,1520.0,56.09249877929688,-121.36678314208984,12993,623.0123311802702,,10.020458554407409,1522.728783652085,0,0.0,7,1141.25,853.3400447427293,0.6928951532613269,1522728783.652085
07FB009,2018,34,4.1935294305577,0.449999988079071,112.0,486.0,55.09017181396485,-120.94183349609376,12994,776.616122840691,,6.8351275500870985,478.9652420516818,0,0.0,7,1202.75,906.9824016563147,0.6981152941268273,478965242.0516818
07FC001,2019,53,52.35094358336251,0.4059999883174896,568.0,15600.0,56.27843856811523,-120.69985961914062,12995,499.0435082872928,,2.5991619319010923,13897.606487844634,0,0.0,6,878.375,833.0501425855514,0.7067032590535068,13897606487.844635
07FC002,1973,8,0.7195000015199184,0.0010000000474974,8.720000267028809,201.0,56.42417144775391,-120.9250030517578,13002,486.8464730290456,,1.9632370677186457,211.5898913162587,0,0.0,6,746.5,854.4897959183673,0.7062853088908919,211589891.3162587
07FC003,2019,53,5.306415103516489,0.1319999992847442,271.0,1770.0,56.67763900756836,-121.22232818603516,13003,495.9227742252828,,3.0927335396348736,1776.7352005264302,0,0.0,6,827.5,837.2492012779553,0.7057557521918603,1776735200.5264301
07FC004,1992,12,0.4770000019731621,0.0,0.1809999942779541,298.0,56.27444076538086,-120.94750213623048,13004,488.45045045045043,,3.03786002216868,298.8122739603752,0,0.0,6,780.25,862.7054140127389,0.7056683506574012,298812273.9603752
07FC006,1980,1,0.1589999943971634,0.0,4.0,120.0,56.600830078125,-120.37972259521484,13005,484.640625,,0.970938286902038,112.70689055992545,0,0.0,6,766.25,873.0847457627119,0.7049675993886919,112706890.55992545
07FD001,2019,55,10.750363618677312,2.009999990463257,65.09999847412111,3630.0,55.95735931396485,-120.56436157226562,13006,596.1675879396985,,4.327976414526309,3597.4129701057714,0,0.0,6,946.0,922.3329253365973,0.7031089100416391,3597412970.1057715
07FD002,2019,64,1418.359375,477.0,2770.0,101000.0,56.13938903808594,-120.67241668701172,13007,744.6127096842403,,15.295586370424633,100802.09118009469,199048639.363859,0.001974647916859536,3,1455.375,765.2722810729415,0.6882827394144035,100802091180.0947
07FD004,2015,31,0.5922580649775844,0.0020000000949949,17.700000762939453,295.0,56.33422088623047,-120.15514373779295,13011,486.3045822102426,,1.2508987328188133,329.0509615649182,0,0.0,6,790.0,878.5247093023256,0.7115131400689269,329050961.5649182
07FD007,2017,40,7.078824964165688,0.0240000002086162,72.5999984741211,2860.0,55.86518859863281,-120.0304183959961,13019,527.6622604097819,,3.32583110683698,1386.2142675947914,0,0.0,6,769.625,927.145518453427,0.7032850083584842,1386214267.5947914
07GC001,1981,4,38.0,6.300000190734862,258.0,2400.0,54.6986083984375,-120.0583267211914,13042,1030.7021509296392,,13.931084434921672,2552.2210822555026,1885295.2381622766,0.0007386880593025129,7,1506.75,890.1595116187475,0.6830986175711545,2552221082.2555027
08BB001,1987,20,264.95,21.5,1180.0,15500.0,58.63888931274414,-133.540283203125,13043,696.8985108449336,,16.365499845334252,15346.890358387604,678200746.0527576,0.044191411433528456,2,1124.625,650.8921379793381,0.6803144531642508,15346890358.387604
08BB002,1979,15,9.732000160217286,0.4160000085830689,52.4000015258789,427.0,59.10556030273438,-133.66111755371094,13048,1003.0,,16.04966818052344,1.2271195534042798,0,0.0,2,1008.5,662.0,0.4534374741137643,1227119.5534042798
08CA001,1994,14,60.20714269365583,5.0,258.0,3400.0,57.67028045654297,-128.10333251953122,13051,1010.1178359683795,,16.924638908155707,3470.5461146591297,15160234.46079773,0.004368256164862036,5,1599.875,651.9915730337078,0.6821305821962768,3470546114.6591296
08CA002,1994,14,131.64285714285714,14.5,615.0,7690.0,57.73305892944336,-128.10833740234378,13053,909.619494014005,,16.272207240516803,7583.1013618034995,19873630.909462422,0.0026207787501782583,3,1620.375,653.9554035066284,0.684478352157759,7583101361.803499
08CA003,1994,14,45.91428565979004,5.150000095367432,277.0,2730.0,57.98194122314453,-128.429443359375,13055,752.2252902416066,,17.25269972294628,2683.130999161933,861453.0031257925,0.00032106259567455503,3,1492.5,649.3686447883013,0.6872008602911932,2683130999.161933
08CB001,1994,30,300.7,42.5,1350.0,18800.0,58.04389190673828,-129.94583129882812,13056,859.2514359233561,,16.286256383110054,18552.80932362998,95479045.19737744,0.005146338946941559,5,1488.75,651.564549791294,0.685006993750779,18552809323.62998
08CB002,1965,1,13.699999809265137,2.2699999809265137,108.0,1600.0,58.29360961914063,-130.51222229003906,13057,611.2095683827353,,10.822541522272337,1619.1208197404371,1561.7828971917133,9.645870018780219e-07,2,1302.125,655.668622520257,0.6938129368472988,1619120819.740437
