iter	RMSE
140	12.01222679
141	12.00063551
142	11.98673026
143	11.97957362
144	11.97304016
145	11.96251444
146	11.95474487
147	11.94534603
148	11.93755979
149	11.92090731
150	11.91462103
151	11.90271666
152	11.88794627
153	11.87725228
154	11.86134416
155	11.84762005
156	11.8362769
157	11.82226416
158	11.80794209
159	11.79788353
160	11.78444981
161	11.77490421
162	11.76413508
163	11.74994916
164	11.73042635
165	11.72072807
166	11.71088461
167	11.69858113
168	11.68714517
169	11.67066936
170	11.66005766
171	11.6474404
172	11.64220882
173	11.62808296
174	11.62264808
175	11.61449937
176	11.60058818
177	11.59380174
178	11.58443448
179	11.5755101
180	11.567568
181	11.55929636
182	11.55118318
183	11.54211837
184	11.53014337
185	11.52228592
186	11.51284243
187	11.50019457
188	11.49469944
189	11.48703724
190	11.48045538
191	11.46884304
192	11.4613664
193	11.45851374
194	11.45154128
195	11.44471583
196	11.43889787
197	11.42880203
198	11.42411871
199	11.41347841
200	11.41034953
201	11.40432577
202	11.39946338
203	11.3920022
204	11.38333153
205	11.37741627
206	11.37476963
207	11.36855326
208	11.35915331
209	11.35278036
210	11.34877755
211	11.34478038
212	11.33978329
213	11.3317654
214	11.32502954
215	11.3209864
216	11.31308663
217	11.30298739
218	11.29672991
219	11.29186535
220	11.28531988
221	11.27397153
222	11.26459557
223	11.25259134
224	11.24400123
225	11.2400527
226	11.2346633
227	11.23110409
228	11.22131195
229	11.21520518
230	11.20960678
231	11.20362194
232	11.19959926
233	11.19464313
234	11.18448558
235	11.17503928
236	11.16971381
237	11.16310846
238	11.15761508
239	11.14992136
240	11.14708969
241	11.14372756
242	11.1411512
243	11.13390989
244	11.12458116
245	11.11686164
246	11.10835669
247	11.10305145
248	11.10031058
249	11.09203455
250	11.0834395
251	11.07895615
252	11.07427882
253	11.06896054
254	11.06240414
255	11.05928495
256	11.05458511
257	11.05048633
258	11.0453466
259	11.03670696
260	11.02910815
261	11.02768879
262	11.01936789
263	11.01419901
264	11.00703814
265	11.00235855
266	11.00015661
267	10.99189571
268	10.98633004
269	10.98088878
270	10.97940959
271	10.97717561
272	10.97509606
273	10.96958214
274	10.96314597
275	10.95907617
276	10.95405266
277	10.95069953
278	10.94830158
279	10.94340215
280	10.93799024
281	10.93311735
282	10.93090133
283	10.92674044
284	10.92417358
285	10.92118258
286	10.91663544
287	10.91533313
288	10.91171828
289	10.907508
290	10.90413313
291	10.89903635
292	10.89426499
293	10.88868889
294	10.88437657
295	10.87803682
296	10.8728277
297	10.8691545
298	10.86275852
299	10.86071039
300	10.85634321
301	10.85229305
302	10.84918992
303	10.84521872
304	10.8397412
305	10.83589413
306	10.83393439
307	10.82825983
308	10.82478796
309	10.82343524
310	10.82113632
311	10.81979425
312	10.81660719
313	10.81331978
314	10.81063304
315	10.80702847
316	10.80495457
317	10.8029965
318	10.80009371
319	10.79695308
320	10.79385735
321	10.79110663
322	10.78661722
323	10.78541025
324	10.78014449
325	10.77922958
326	10.77586938
327	10.77403096
328	10.7709689
329	10.76609283
330	10.76343125
331	10.75860586
332	10.75496368
333	10.74893955
334	10.74673496
335	10.74418678
336	10.7424848
337	10.74054406
338	10.7378511
339	10.73608616
340	10.73263745
341	10.7310452
342	10.72662442
343	10.72445704
344	10.72059011
345	10.71810755
346	10.7145563
347	10.71250133
348	10.71071857
349	10.7081419
350	10.70684259
351	10.70443166
352	10.70407944
353	10.70165838
354	10.69974696
355	10.6970162
356	10.69423677
357	10.69212176
358	10.69012451
359	10.68717582
360	10.68484255
361	10.68310472
362	10.68184273
363	10.6789936
364	10.67679888
365	10.67541617
366	10.67339851
367	10.67118214
368	10.66912536
369	10.66705867
370	10.66473233
371	10.66252144
372	10.66058872
373	10.65813936
374	10.65694621
375	10.6551411
376	10.65196219
377	10.65018258
378	10.64897834
379	10.64733472
380	10.6458597
381	10.64427696
382	10.64257715
383	10.64096952
384	10.63859857
385	10.63748725
386	10.63566476
387	10.63416529
388	10.63126585
389	10.62851043
390	10.62715817
391	10.62454171
392	10.62239225
393	10.62053115
394	10.61946409
395	10.61838156
396	10.61684439
397	10.61555287
398	10.61434254
399	10.61091283
400	10.60955997
401	10.60761435
402	10.60660665
403	10.60578301
404	10.60457575
405	10.60377822
406	10.60219198
407	10.59951791
408	10.59857955
409	10.59670114
410	10.59515259
411	10.59264085
412	10.59139335
413	10.58989525
414	10.58910214
415	10.58717905
416	10.58596529
417	10.58364609
418	10.58221326
419	10.58113503
420	10.57944156
421	10.57797211
422	10.57636286
423	10.57546986
424	10.57380451
425	10.57242025
426	10.57026716
427	10.5693507
428	10.5670749
429	10.56593049
430	10.5644509
431	10.56265141
432	10.56170119
433	10.55954778
434	10.55758037
435	10.55678447
436	10.55616644
437	10.55554849
438	10.55440456
439	10.55303354
440	10.55166287
441	10.55021694
442	10.5490694
443	10.54825636
444	10.54686256
445	10.54564056
446	10.54374864
447	10.54320933
448	10.54235111
449	10.54134105
450	10.54038568
451	10.53959433
452	10.53881292
453	10.53815529
454	10.53758036
455	10.53595172
456	10.53469009
457	10.53311153
458	10.53190264
459	10.5301345
460	10.52971415
461	10.52905296
462	10.52795442
463	10.52741698
464	10.52687721
465	10.52639977
466	10.52498298
467	10.52392519
468	10.52275852
469	10.52185054
470	10.52130734
471	10.51975321
472	10.51854202
473	10.51707964
474	10.51613655
475	10.51471726
476	10.51284525
477	10.51185498
478	10.5112862
479	10.51055163
480	10.50949903
481	10.50858445
482	10.50781866
483	10.50708744
484	10.50654466
485	10.50575222
486	10.50511722
487	10.50360445
488	10.50281754
489	10.50205834
490	10.50046486
491	10.49961607
492	10.49926553
493	10.49852938
494	10.49720217
495	10.49677173
496	10.49564959
497	10.4946988
498	10.49417261
499	10.49357318
500	10.49274951
501	10.49179158
502	10.4910787
503	10.49039992
504	10.48937887
505	10.48851387
506	10.48750921
507	10.48704785
508	10.48626304
509	10.48566836
510	10.48497395
511	10.4846749
512	10.4839371
513	10.48311055
514	10.48230341
515	10.48191826
516	10.48146482
517	10.48097942
518	10.47992422
519	10.47936397
520	10.47813822
521	10.47766958
522	10.47724049
523	10.47644876
524	10.47599669
525	10.47540722
526	10.47438968
527	10.47398878
528	10.47325675
529	10.47211953
530	10.47155762
531	10.47065956
532	10.46962772
533	10.4691546
534	10.46854841
535	10.46814602
536	10.46745803
537	10.46678149
538	10.46623723
539	10.46576588
540	10.4651827
541	10.46427521
542	10.46410178
543	10.46362909
544	10.46298272
545	10.46221087
546	10.46176966
547	10.46143999
548	10.46101001
549	10.46044733
550	10.46019041
551	10.45926564
552	10.45877266
553	10.45800846
554	10.45752226
555	10.45684903
556	10.45572342
557	10.45527243
558	10.45482266
559	10.45407442
560	10.45322956
561	10.45268631
562	10.45212181
563	10.45185466
564	10.45136706
565	10.45081399
566	10.45048879
567	10.45027797
568	10.44972934
569	10.44909577
570	10.44886657
571	10.44820032
572	10.44745823
573	10.44711481
574	10.44674013
575	10.44621595
576	10.4458591
577	10.44534767
578	10.44503055
579	10.44473321
580	10.44441031
581	10.44381146
582	10.44351233
583	10.44303521
584	10.44253881
585	10.44206881
586	10.44171189
587	10.44091217
588	10.44021732
589	10.43976204
590	10.43956615
591	10.438714
592	10.43844726
593	10.43784583
594	10.43749737
595	10.43712485
596	10.4368253
597	10.43656006
598	10.43615903
599	10.43584505
600	10.43563656
601	10.43523974
602	10.43466233
603	10.43433576
604	10.43387162
605	10.43346094
606	10.43296133
607	10.43262042
608	10.43235971
609	10.43205078
610	10.43163227
611	10.4312075
612	10.43092408
613	10.43061239
614	10.43003469
615	10.42964933
616	10.42921372
617	10.42887588
618	10.42822802
619	10.42780407
620	10.42752434
621	10.42729056
622	10.42699498
623	10.42686955
624	10.42645136
625	10.42605106
626	10.42568263
627	10.42543927
628	10.42522112
629	10.42498665
630	10.42447325
631	10.42382353
632	10.42329521
633	10.42302423
634	10.42253482
635	10.42227773
636	10.4220454
637	10.42173191
638	10.42149979
639	10.42110769
640	10.42057812
641	10.42021479
642	10.41978009
643	10.4195691
644	10.41933511
645	10.41915105
646	10.41878584
647	10.41860434
648	10.41808766
649	10.41775024
650	10.41738696
651	10.41706419
652	10.41674962
653	10.41640018
654	10.4161376
655	10.41590102
656	10.41547387
657	10.41508948
658	10.41480837
659	10.41450778
660	10.41433113
661	10.41417737
662	10.41402113
663	10.41378218
664	10.41345583
665	10.4131844
666	10.4130095
667	10.41283822
668	10.41249706
669	10.4121582
670	10.41179837
671	10.41140748
672	10.41110196
673	10.41087832
674	10.41067751
675	10.41044151
676	10.41030571
677	10.41012409
678	10.40991323
679	10.40979527
680	10.40969244
681	10.4093776
682	10.40904253
683	10.40878498
684	10.40859485
685	10.40833152
686	10.40787661
687	10.40765711
688	10.40748322
689	10.40733061
690	10.40708397
691	10.40675369
692	10.40670356
693	10.40657254
694	10.40643304
695	10.40632517
696	10.40612582
697	10.40585997
698	10.40550672
699	10.40538102
700	10.40514844
701	10.40495443
702	10.40476524
703	10.40450324
704	10.40414844
705	10.40397967
706	10.40379715
707	10.40368149
708	10.40350671
709	10.40333258
710	10.40321864
711	10.40308542
712	10.40293069
713	10.40271971
714	10.40258135
715	10.40243488
716	10.40216127
717	10.40201356
718	10.40176679
719	10.40155926
720	10.40134973
721	10.40122231
722	10.40108604
723	10.40087092
724	10.40066352
725	10.40047332
726	10.40004748
727	10.39983428
728	10.39961329
729	10.39949985
730	10.39925908
731	10.39901926
732	10.39873533
733	10.39842683
734	10.39822351
735	10.39800324
736	10.3978765
737	10.39773361
738	10.39755574
739	10.39738308
740	10.39716643
741	10.39699108
742	10.39686361
743	10.39675356
744	10.39659776
745	10.39647409
746	10.39628353
747	10.39616945
748	10.39597262
749	10.3957743
750	10.39560902
751	10.39546693
752	10.39526627
753	10.39510187
754	10.39496181
755	10.39471126
756	10.39460841
757	10.39437259
758	10.39416747
759	10.39398321
760	10.39382248
761	10.39362111
762	10.3934383
763	10.39329938
764	10.39305161
765	10.39290757
766	10.39270334
767	10.39243775
768	10.39232488
769	10.39221853
770	10.39213705
771	10.39197387
772	10.39186895
773	10.39172123
774	10.39164732
775	10.39148178
776	10.39140747
777	10.39130119
778	10.39120002
779	10.39106204
780	10.39082765
781	10.3906684
782	10.3904754
783	10.39040481
784	10.39031914
785	10.39015092
786	10.38994691
787	10.38984799
788	10.38970375
789	10.38958678
790	10.38937337
791	10.389169
792	10.38897121
793	10.38879011
794	10.38872904
795	10.38867951
796	10.38851989
797	10.388323
798	10.38822387
799	10.38814024
800	10.38806729
801	10.38797731
802	10.38779832
803	10.38762784
804	10.38754805
805	10.3873739
806	10.38730896
807	10.38715012
808	10.38696656
809	10.38690375
810	10.38679416
811	10.38658488
812	10.38648048
813	10.386384
814	10.38631485
815	10.38621071
816	10.38609037
817	10.38597626
818	10.38584911
819	10.38575551
820	10.38571852
821	10.3855687
822	10.38547373
823	10.3852967
824	10.38510569
825	10.38494543
826	10.38488704
827	10.384794
828	10.38471529
829	10.38458215
830	10.38452715
831	10.38442635
832	10.38429238
833	10.38416083
834	10.38402914
835	10.38392113
836	10.38377976
837	10.38368473
838	10.38356725
839	10.38334006
840	10.38320107
841	10.38309442
842	10.38300192
843	10.38285133
844	10.38277462
845	10.38271663
846	10.38258955
847	10.38252099
848	10.3824412
849	10.38237034
850	10.38232681
851	10.3821834
852	10.3821682
853	10.38210038
854	10.38202782
855	10.381909
856	10.3818335
857	10.38173931
858	10.38161216
859	10.38152183
860	10.38146493
861	10.38135115
862	10.38115429
863	10.38103706
864	10.38099072
865	10.38087938
866	10.38073743
867	10.38057837
868	10.38050543
869	10.38041827
870	10.3802996
871	10.38024325
872	10.38012612
873	10.37999391
874	10.37993381
875	10.37978925
876	10.37972777
877	10.37965319
878	10.37957601
879	10.37948573
880	10.37944996
881	10.37938022
882	10.37933572
883	10.37926349
884	10.37922642
885	10.37913838
886	10.37909001
887	10.37896883
888	10.37883897
889	10.37874635
890	10.37864738
891	10.37855994
892	10.37845066
893	10.37834376
894	10.37831542
895	10.37819462
896	10.3781434
897	10.37801856
898	10.37798205
899	10.3779249
900	10.37787357
901	10.37775773
902	10.37766227
903	10.37759921
904	10.37753452
905	10.37746901
906	10.37739811
907	10.37730793
908	10.37727467
909	10.37724037
910	10.37716312
911	10.3770424
912	10.37694643
913	10.3768956
914	10.37685461
915	10.37681414
916	10.37673591
917	10.37667752
918	10.37665033
919	10.37656195
920	10.37646778
921	10.37641381
922	10.37631112
923	10.37625804
924	10.37620151
925	10.37617359
926	10.37607399
927	10.37604621
928	10.37600128
929	10.37594735
930	10.37592849
931	10.37587505
932	10.3758213
933	10.37574293
934	10.37567427
935	10.37561254
936	10.37556268
937	10.37552512
938	10.37544333
939	10.37540513
940	10.37536818
941	10.37529648
942	10.37523686
943	10.3751666
944	10.37506971
945	10.37496846
946	10.37493648
947	10.37485042
948	10.37481394
949	10.3747727
950	10.37470335
951	10.37463993
952	10.37457105
953	10.37453649
954	10.3744971
955	10.37441286
956	10.37434597
957	10.37432177
958	10.37424773
959	10.37414522
960	10.37408981
961	10.37406718
962	10.37401937
963	10.37397921
964	10.37395821
965	10.37388695
966	10.37380345
967	10.3737652
968	10.37368089
969	10.37363122
970	10.37362834
971	10.37358845
972	10.37353558
973	10.37347876
974	10.3734216
975	10.37339663
976	10.37332472
977	10.37328284
978	10.37321295
979	10.37316018
980	10.37306934
981	10.37304055
982	10.37299509
983	10.37296105
984	10.37289748
985	10.37282647
986	10.3727608
987	10.37269653
988	10.37267475
989	10.37258854
990	10.37255946
991	10.37250797
992	10.3724885
993	10.37246218
994	10.3724296
995	10.37237651
996	10.37230965
997	10.37227233
998	10.37222563
999	10.37218045
